# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* AKMGFOCH_00366      K15034  131.67  207.1   6.4e-62 ribosome-associated protein
* AKMGFOCH_00368      K10680  508.97  567.7  1.3e-170 N-ethylmaleimide reductase [EC:1.-.-.-]
* AKMGFOCH_00369      K07052   30.10   62.8   9.4e-18 CAAX protease family protein
* AKMGFOCH_00374      K19055   98.70  187.8   8.1e-56 Ala-tRNA(Pro) deacylase [EC:3.1.1.-]
* AKMGFOCH_00377      K01992   18.40   31.7   3.1e-08 ABC-2 type transport system permease protein
* AKMGFOCH_00378      K25182  384.30  386.6  9.6e-116 drug efflux transport system ATP-binding protein
* AKMGFOCH_00378      K01990  259.07  318.8   2.3e-95 ABC-2 type transport system ATP-binding protein
* AKMGFOCH_00379      K01993  250.40  299.7   1.3e-89 HlyD family secretion protein
* AKMGFOCH_00380      K09017  122.37  144.6   2.7e-42 TetR/AcrR family transcriptional regulator
* AKMGFOCH_00381      K23256  467.13  560.2  4.5e-169 NADPH-dependent curcumin reductase [EC:1.3.1.-]
* AKMGFOCH_00384      K00111  148.73  602.4  4.1e-181 glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
* AKMGFOCH_00385      K02444  266.93  406.2  4.2e-122 DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
* AKMGFOCH_00386      K17324  369.53  520.1  8.8e-157 glycerol transport system ATP-binding protein
* AKMGFOCH_00387      K17325  450.70  572.0  1.7e-172 glycerol transport system ATP-binding protein
* AKMGFOCH_00388      K17322  344.07  507.8  2.9e-153 glycerol transport system permease protein
* AKMGFOCH_00389      K17323  317.60  499.5  6.9e-151 glycerol transport system permease protein
* AKMGFOCH_00391      K17321  723.93 1038.9         0 glycerol transport system substrate-binding protein
* AKMGFOCH_00394      K00638  252.60  308.5   1.1e-92 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]
* AKMGFOCH_00398      K03285  336.87  351.9    2e-105 general bacterial porin, GBP family
* AKMGFOCH_00404      K00248  521.00  549.4  2.8e-165 butyryl-CoA dehydrogenase [EC:1.3.8.1]
* AKMGFOCH_00404      K00249  374.13  440.1  5.4e-132 acyl-CoA dehydrogenase [EC:1.3.8.7]
* AKMGFOCH_00407      K07448   35.47   57.4   4.3e-16 restriction system protein
* AKMGFOCH_00408      K14761   50.97   72.3   1.4e-20 ribosome-associated protein
* AKMGFOCH_00410      K03719  128.80  192.7   3.2e-57 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* AKMGFOCH_00411      K00285  399.97  610.0    1e-183 D-amino-acid dehydrogenase [EC:1.4.5.1]
* AKMGFOCH_00412      K03547  117.00  140.9   2.5e-41 DNA repair protein SbcD/Mre11
* AKMGFOCH_00416      K02014  162.10  244.3   1.2e-72 iron complex outermembrane recepter protein
* AKMGFOCH_00417      K07795   99.77  323.2   1.1e-96 putative tricarboxylic transport membrane protein
* AKMGFOCH_00418      K05559 1031.23 1327.3         0 multicomponent K+:H+ antiporter subunit A
* AKMGFOCH_00418      K05565  856.87  924.6  2.3e-278 multicomponent Na+:H+ antiporter subunit A
* AKMGFOCH_00418      K05566   70.83  141.6   9.4e-42 multicomponent Na+:H+ antiporter subunit B
* AKMGFOCH_00419      K05560  139.43  189.0   1.4e-56 multicomponent K+:H+ antiporter subunit C
* AKMGFOCH_00420      K05561  510.47  639.6  1.3e-192 multicomponent K+:H+ antiporter subunit D
* AKMGFOCH_00421      K05562  151.33  203.1     1e-60 multicomponent K+:H+ antiporter subunit E
* AKMGFOCH_00421      K05569  111.57  117.2     3e-34 multicomponent Na+:H+ antiporter subunit E
* AKMGFOCH_00422      K05563   98.10  125.7   2.1e-37 multicomponent K+:H+ antiporter subunit F
* AKMGFOCH_00422      K05570   78.63   81.9   1.8e-23 multicomponent Na+:H+ antiporter subunit F
* AKMGFOCH_00423      K05564  122.57  151.3   8.7e-45 multicomponent K+:H+ antiporter subunit G
* AKMGFOCH_00426      K11991  171.00  261.2     9e-78 tRNA(adenine34) deaminase [EC:3.5.4.33]
* AKMGFOCH_00427      K01297   74.73  353.2  8.5e-106 muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
* AKMGFOCH_00428      K06158  546.40  548.7    8e-165 ATP-binding cassette, subfamily F, member 3
* AKMGFOCH_00431      K02051  148.33  164.0   2.7e-48 NitT/TauT family transport system substrate-binding protein
* AKMGFOCH_00432      K02050  137.87  184.1   1.5e-54 NitT/TauT family transport system permease protein
* AKMGFOCH_00435      K03671  109.67  117.1   4.9e-34 thioredoxin 1
* AKMGFOCH_00437      K06996   64.43   86.4   1.1e-24 uncharacterized protein
* AKMGFOCH_00438      K06901   97.40  574.7  1.1e-172 adenine/guanine/hypoxanthine permease
* AKMGFOCH_00439      K25706  398.33  496.7  2.3e-149 tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]
* AKMGFOCH_00440      K08591   67.80  264.5   5.4e-79 acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
* AKMGFOCH_00441      K03787  154.07  292.1   2.5e-87 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]
* AKMGFOCH_00442      K00573   83.87  278.9   2.6e-83 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
* AKMGFOCH_00443      K06194  150.47  326.7   7.9e-98 lipoprotein NlpD
* AKMGFOCH_00444      K07501   79.77  326.5   8.5e-98 3'-5' exonuclease
* AKMGFOCH_00445      K06006   44.50   55.4   3.2e-15 periplasmic protein CpxP/Spy
* AKMGFOCH_00449      K03215  309.77  491.5  1.8e-147 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
* AKMGFOCH_00450      K19591  152.77  200.4   1.3e-59 MerR family transcriptional regulator, copper efflux regulator
* AKMGFOCH_00451      K17686  798.60 1046.2         0 P-type Cu+ transporter [EC:7.2.2.8]
* AKMGFOCH_00451      K01533  922.40  954.4    4e-287 P-type Cu2+ transporter [EC:7.2.2.9]
* AKMGFOCH_00453      K24136  331.90  423.7  5.8e-128 glutathione-dependent peroxiredoxin [EC:1.11.1.27]
* AKMGFOCH_00455      K07115   91.20  452.8  6.6e-136 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
* AKMGFOCH_00456      K01126  137.97  198.9     4e-59 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
* AKMGFOCH_00457      K01295  241.13  459.8  5.9e-138 glutamate carboxypeptidase [EC:3.4.17.11]
* AKMGFOCH_00458      K03770  163.77  492.4  1.1e-147 peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]
* AKMGFOCH_00459      K10804  104.23  253.0   1.5e-75 acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]
* AKMGFOCH_00460      K02003  296.60  310.6   7.2e-93 putative ABC transport system ATP-binding protein
* AKMGFOCH_00461      K02012  205.13  266.9   1.4e-79 iron(III) transport system substrate-binding protein
* AKMGFOCH_00462      K02011  340.00  397.5  3.2e-119 iron(III) transport system permease protein
* AKMGFOCH_00463      K02010  456.90  458.8    1e-137 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
* AKMGFOCH_00464      K03566  205.53  309.9     1e-92 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* AKMGFOCH_00465      K01079  109.70  302.7   1.8e-90 phosphoserine phosphatase [EC:3.1.3.3]
* AKMGFOCH_00466      K00209  176.03  615.3  1.5e-185 enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
* AKMGFOCH_00467      K15270  161.80  212.7   2.3e-63 S-adenosylmethionine uptake transporter
* AKMGFOCH_00469      K21395  108.40  179.5   4.7e-53 TRAP-type transport system periplasmic protein
* AKMGFOCH_00471      K11690  203.20  453.0  4.8e-136 C4-dicarboxylate transporter, DctM subunit
* AKMGFOCH_00473      K01426  293.00  305.8   2.6e-91 amidase [EC:3.5.1.4]
* AKMGFOCH_00475      K22210  104.20  282.0   3.6e-84 D-glutamate cyclase [EC:4.2.1.48]
* AKMGFOCH_00476      K01999  174.37  261.8   5.8e-78 branched-chain amino acid transport system substrate-binding protein
* AKMGFOCH_00477      K01997  143.13  271.3   4.6e-81 branched-chain amino acid transport system permease protein
* AKMGFOCH_00478      K01998  236.27  270.2   1.1e-80 branched-chain amino acid transport system permease protein
* AKMGFOCH_00479      K01995  308.67  358.0  3.9e-107 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_00480      K01996  320.37  394.4  3.7e-118 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_00482      K11690  203.20  458.1  1.3e-137 C4-dicarboxylate transporter, DctM subunit
* AKMGFOCH_00484      K21395  108.40  198.8   6.6e-59 TRAP-type transport system periplasmic protein
* AKMGFOCH_00485      K03426   85.40  260.9   7.4e-78 NAD+ diphosphatase [EC:3.6.1.22]
* AKMGFOCH_00487      K01469  937.93 1900.2         0 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]
* AKMGFOCH_00489      K02030   87.10  185.5   5.1e-55 polar amino acid transport system substrate-binding protein
* AKMGFOCH_00490      K02029  212.03  247.4     9e-74 polar amino acid transport system permease protein
* AKMGFOCH_00491      K02028  376.33  423.4  4.7e-127 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* AKMGFOCH_00492      K01139  804.23  932.0  1.1e-280 GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
* AKMGFOCH_00493      K03060   26.20   73.5   8.2e-21 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]
* AKMGFOCH_00494      K00942  190.00  238.5   4.4e-71 guanylate kinase [EC:2.7.4.8]
* AKMGFOCH_00495      K19713   79.03  378.2  1.3e-113 thiosulfate dehydrogenase [EC:1.8.2.2]
* AKMGFOCH_00499      K02014  162.10  252.4   4.3e-75 iron complex outermembrane recepter protein
* AKMGFOCH_00501      K01241   83.07  750.1  3.8e-226 AMP nucleosidase [EC:3.2.2.4]
* AKMGFOCH_00502      K11733  623.87  826.1    3e-249 lysine-specific permease
* AKMGFOCH_00503      K07726   43.90   84.5   3.3e-24 putative transcriptional regulator
* AKMGFOCH_00504      K07726   43.90   71.5     3e-20 putative transcriptional regulator
* AKMGFOCH_00506      K00989  169.27  450.3  2.4e-135 ribonuclease PH [EC:2.7.7.56]
* AKMGFOCH_00509      K03406   64.93  350.4  7.6e-105 methyl-accepting chemotaxis protein
* AKMGFOCH_00511      K01519   64.83  254.3   6.1e-76 XTP/dITP diphosphohydrolase [EC:3.6.1.66]
* AKMGFOCH_00512      K02495  276.80  309.0   2.4e-92 oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]
* AKMGFOCH_00513      K01915   56.00  314.3   7.2e-94 glutamine synthetase [EC:6.3.1.2]
* AKMGFOCH_00514      K07708  293.77  433.8    3e-130 two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
* AKMGFOCH_00515      K07712  568.13  707.6  3.1e-213 two-component system, NtrC family, nitrogen regulation response regulator GlnG
* AKMGFOCH_00517      K06911   93.27  197.3   2.1e-58 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* AKMGFOCH_00518      K06911   93.27  245.8   3.8e-73 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* AKMGFOCH_00519      K02839  195.10  297.3   1.8e-89 peptide chain release factor
* AKMGFOCH_00520      K18148  254.77  586.5  7.4e-177 release factor H-coupled RctB family protein
* AKMGFOCH_00521      K07795   99.77  299.9   1.3e-89 putative tricarboxylic transport membrane protein
* AKMGFOCH_00523      K02011  340.00  438.0  1.9e-131 iron(III) transport system permease protein
* AKMGFOCH_00524      K02012  205.13  261.1   8.3e-78 iron(III) transport system substrate-binding protein
* AKMGFOCH_00526      K07795   99.77  299.4   1.8e-89 putative tricarboxylic transport membrane protein
* AKMGFOCH_00529      K17737  268.13  378.3    1e-113 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
* AKMGFOCH_00530      K09022   75.57  173.6   2.1e-51 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* AKMGFOCH_00531      K03655  382.63  737.0  1.3e-221 ATP-dependent DNA helicase RecG [EC:5.6.2.4]
* AKMGFOCH_00532      K04761  249.30  456.8  2.5e-137 LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
* AKMGFOCH_00533      K04047   79.00  225.1   4.7e-67 starvation-inducible DNA-binding protein
* AKMGFOCH_00534      K02474  476.27  640.2  6.1e-193 UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]
* AKMGFOCH_00537      K01991   91.83  151.3   1.5e-44 polysaccharide biosynthesis/export protein
* AKMGFOCH_00538      K09688  153.57  355.2  6.1e-107 capsular polysaccharide transport system permease protein
* AKMGFOCH_00540      K10107  224.90  270.4   9.8e-81 capsular polysaccharide transport system permease protein
* AKMGFOCH_00541      K22917  698.13 1101.1         0 Vi polysaccharide export protein VexE
* AKMGFOCH_00542      K01728  183.13  241.2     8e-72 pectate lyase [EC:4.2.2.2]
* AKMGFOCH_00543      K07002   56.77  221.7   5.4e-66 serine hydrolase [EC:3.-.-.-]
* AKMGFOCH_00544      K01999  174.37  311.5   5.3e-93 branched-chain amino acid transport system substrate-binding protein
* AKMGFOCH_00545      K18073  339.03  366.1  2.2e-110 two-component system, OmpR family, response regulator ParR
* AKMGFOCH_00545      K02483  235.13  258.4   4.2e-77 two-component system, OmpR family, response regulator
* AKMGFOCH_00546      K18072  497.13  544.2  9.5e-164 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
* AKMGFOCH_00548      K07274   56.57  178.5   9.5e-53 MipA family protein
* AKMGFOCH_00549      K05816  535.30  542.5  2.6e-163 sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]
* AKMGFOCH_00549      K10112  534.23  542.1  4.8e-163 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
* AKMGFOCH_00550      K05815  311.37  388.3  9.8e-117 sn-glycerol 3-phosphate transport system permease protein
* AKMGFOCH_00551      K05814  348.90  428.5  6.2e-129 sn-glycerol 3-phosphate transport system permease protein
* AKMGFOCH_00552      K05813  335.13  597.7    7e-180 sn-glycerol 3-phosphate transport system substrate-binding protein
* AKMGFOCH_00552      K02027  198.00  213.6   2.4e-63 multiple sugar transport system substrate-binding protein
* AKMGFOCH_00553      K00286  174.00  306.7   1.2e-91 pyrroline-5-carboxylate reductase [EC:1.5.1.2]
* AKMGFOCH_00554      K09125   30.87  174.6   1.1e-51 queuosine precursor transporter
* AKMGFOCH_00555      K01999  174.37  303.3   1.6e-90 branched-chain amino acid transport system substrate-binding protein
* AKMGFOCH_00556      K01997  143.13  341.3  2.5e-102 branched-chain amino acid transport system permease protein
* AKMGFOCH_00557      K01998  236.27  385.0  1.8e-115 branched-chain amino acid transport system permease protein
* AKMGFOCH_00558      K01995  308.67  429.3  9.5e-129 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_00559      K01996  320.37  412.8  9.2e-124 branched-chain amino acid transport system ATP-binding protein
* AKMGFOCH_00561      K01779   89.20  269.6   2.2e-80 aspartate racemase [EC:5.1.1.13]
* AKMGFOCH_00562      K20817  855.80  964.1  4.6e-291 N-acyl-D-aspartate deacylase [EC:3.5.1.83]
* AKMGFOCH_00562      K06015  129.47  586.8  2.4e-176 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* AKMGFOCH_00563      K07795   99.77  335.8  1.6e-100 putative tricarboxylic transport membrane protein
* AKMGFOCH_00565      K00799   63.80  101.1   3.1e-29 glutathione S-transferase [EC:2.5.1.18]
* AKMGFOCH_00566      K21430  237.50  537.5  1.4e-161 aldose sugar dehydrogenase [EC:1.1.5.-]
* AKMGFOCH_00567      K11208  187.23  275.7   7.6e-83 GST-like protein
* AKMGFOCH_00568      K15270  161.80  282.1   1.6e-84 S-adenosylmethionine uptake transporter
* AKMGFOCH_00574      K01476  192.33  326.4   1.1e-97 arginase [EC:3.5.3.1]
* AKMGFOCH_00575      K02073   97.27  273.9   8.2e-82 D-methionine transport system substrate-binding protein
* AKMGFOCH_00578      K03719  128.80  135.5   9.1e-40 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* AKMGFOCH_00579      K07098   93.73  309.2   1.3e-92 uncharacterized protein
* AKMGFOCH_00580      K00101  459.97  482.8  6.7e-145 L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
* AKMGFOCH_00581      K01613   28.53  299.7   1.4e-89 phosphatidylserine decarboxylase [EC:4.1.1.65]
* AKMGFOCH_00582      K06158  546.40  726.3  1.5e-218 ATP-binding cassette, subfamily F, member 3
* AKMGFOCH_00583      K01644  151.40  303.9   6.4e-91 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
* AKMGFOCH_00586      K22479  115.30  270.7   5.8e-81 N-acetyltransferase
* AKMGFOCH_00587      K26064  432.23  628.3  2.1e-189 D-lysine oxidase
* AKMGFOCH_00588      K01626  120.50  306.7   1.3e-91 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* AKMGFOCH_00591      K21757  289.67  312.7   1.3e-93 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
* AKMGFOCH_00592      K08224  178.67  556.1    2e-167 MFS transporter, YNFM family, putative membrane transport protein
* AKMGFOCH_00593      K02403   31.23   58.6   2.6e-16 flagellar transcriptional activator FlhD
* AKMGFOCH_00595      K13587  344.67  515.5  6.2e-155 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
* AKMGFOCH_00597      K03092   63.07  504.4  1.4e-151 RNA polymerase sigma-54 factor
* AKMGFOCH_00599      K07713  554.23  565.8  5.2e-170 two-component system, NtrC family, response regulator HydG
* AKMGFOCH_00602      K09779   34.03   65.7   1.4e-18 uncharacterized protein
* AKMGFOCH_00604      K08995   37.87  129.4     7e-38 putative membrane protein
* AKMGFOCH_00606      K05594   44.30   54.2   6.9e-15 ElaB protein
* AKMGFOCH_00609      K05520  193.80  269.1   2.2e-80 protease I [EC:3.5.1.124]
* AKMGFOCH_00619      K02014  162.10  339.3  2.2e-101 iron complex outermembrane recepter protein
* AKMGFOCH_00621      K07507   42.53  183.0   3.3e-54 putative Mg2+ transporter-C (MgtC) family protein
* AKMGFOCH_00625      K06151  420.83  876.6  3.2e-264 gluconate 2-dehydrogenase alpha chain [EC:1.1.99.3]
* AKMGFOCH_00626      K06152   92.30  287.7   4.2e-86 gluconate 2-dehydrogenase gamma chain [EC:1.1.99.3]
* AKMGFOCH_00631      K18072  497.13  547.2  1.1e-164 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
* AKMGFOCH_00632      K07240   42.83  137.4   2.4e-40 chromate transporter
* AKMGFOCH_00635      K09936   36.40  133.3   4.2e-39 bacterial/archaeal transporter family-2 protein
* AKMGFOCH_00637      K07401   42.93  163.1   3.5e-48 selenoprotein W-related protein
* AKMGFOCH_00638      K07793   63.37  629.6  2.5e-189 putative tricarboxylic transport membrane protein
* AKMGFOCH_00639      K07794   44.67   82.0   1.7e-23 putative tricarboxylic transport membrane protein
* AKMGFOCH_00640      K02456   79.27  180.4     2e-53 general secretion pathway protein G
* AKMGFOCH_00641      K02460   50.17  210.0   2.4e-62 general secretion pathway protein K
* AKMGFOCH_00642      K02461   69.83  101.8   2.6e-29 general secretion pathway protein L
* AKMGFOCH_00643      K02462   51.30   66.3   1.7e-18 general secretion pathway protein M
* AKMGFOCH_00644      K02453  284.10  578.9  6.3e-174 general secretion pathway protein D
* AKMGFOCH_00645      K02454  625.67  653.0  1.8e-196 general secretion pathway protein E [EC:7.4.2.8]
* AKMGFOCH_00646      K02455  401.93  436.1    6e-131 general secretion pathway protein F
