# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* APNAJNJK_00367      K01783  259.53  355.4  1.3e-106 ribulose-phosphate 3-epimerase [EC:5.1.3.1]
* APNAJNJK_00368      K06195  141.43  211.5   4.4e-63 ApaG protein
* APNAJNJK_00369      K08304  174.97  487.9  1.2e-146 membrane-bound lytic murein transglycosylase A [EC:4.2.2.-]
* APNAJNJK_00371      K03981  120.67  227.0   1.4e-67 thiol:disulfide interchange protein DsbC [EC:5.3.4.1]
* APNAJNJK_00373      K14058  178.63  508.9  3.8e-153 tRNA 2-thiocytidine biosynthesis protein TtcA
* APNAJNJK_00374      K01633   92.33  124.8   1.7e-36 7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8 1.13.11.81]
* APNAJNJK_00379      K11959  275.60  560.7  8.2e-169 urea transport system substrate-binding protein
* APNAJNJK_00379      K01999  174.37  199.0   5.8e-59 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_00380      K11960  260.53  478.2  1.7e-143 urea transport system permease protein
* APNAJNJK_00380      K01997  143.13  244.0   7.9e-73 branched-chain amino acid transport system permease protein
* APNAJNJK_00381      K11961  351.00  436.1  5.6e-131 urea transport system permease protein
* APNAJNJK_00382      K11962  345.53  439.8  6.5e-132 urea transport system ATP-binding protein
* APNAJNJK_00383      K11963  285.40  329.7   3.2e-99 urea transport system ATP-binding protein
* APNAJNJK_00385      K04748  187.40  405.2  1.2e-121 nitric oxide reductase NorQ protein
* APNAJNJK_00386      K02448  116.83  445.7  1.4e-133 nitric oxide reductase NorD protein
* APNAJNJK_00387      K11959  275.60  396.1  6.6e-119 urea transport system substrate-binding protein
* APNAJNJK_00389      K01799   74.40  278.6   2.1e-83 maleate isomerase [EC:5.2.1.1]
* APNAJNJK_00390      K21757  289.67  295.0     3e-88 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
* APNAJNJK_00391      K07795   99.77  352.3  1.6e-105 putative tricarboxylic transport membrane protein
* APNAJNJK_00392      K01031  320.10  351.9    5e-106 3-oxoadipate CoA-transferase, alpha subunit [EC:2.8.3.6]
* APNAJNJK_00393      K01032  314.50  357.3  4.8e-107 3-oxoadipate CoA-transferase, beta subunit [EC:2.8.3.6]
* APNAJNJK_00394      K07795   99.77  315.9   1.7e-94 putative tricarboxylic transport membrane protein
* APNAJNJK_00396      K01692  227.13  329.3   1.6e-98 enoyl-CoA hydratase [EC:4.2.1.17]
* APNAJNJK_00398      K02108  159.93  209.5   2.6e-62 F-type H+-transporting ATPase subunit a
* APNAJNJK_00399      K02110   68.87   82.7   9.3e-24 F-type H+-transporting ATPase subunit c
* APNAJNJK_00400      K02109   42.03  102.0   1.6e-29 F-type H+-transporting ATPase subunit b
* APNAJNJK_00401      K02113  113.23  159.2   5.7e-47 F-type H+-transporting ATPase subunit delta
* APNAJNJK_00402      K02111  430.30  914.1  4.1e-275 F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]
* APNAJNJK_00403      K02115  242.27  337.1  4.1e-101 F-type H+-transporting ATPase subunit gamma
* APNAJNJK_00404      K02112  473.10  842.7  4.8e-254 F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]
* APNAJNJK_00405      K02114   94.10  151.6   9.1e-45 F-type H+-transporting ATPase subunit epsilon
* APNAJNJK_00407      K01599   94.50  503.2  3.5e-151 uroporphyrinogen decarboxylase [EC:4.1.1.37]
* APNAJNJK_00408      K04066  136.57  872.5  1.4e-262 primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]
* APNAJNJK_00409      K03656  799.60 1040.8         0 ATP-dependent DNA helicase Rep [EC:5.6.2.4]
* APNAJNJK_00409      K03657  373.77  612.8  4.9e-184 ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]
* APNAJNJK_00410      K07506  137.33  155.6   8.6e-46 AraC family transcriptional regulator
* APNAJNJK_00411      K01620   97.67  246.8   1.5e-73 threonine aldolase [EC:4.1.2.48]
* APNAJNJK_00412      K18802  191.50  228.7   3.2e-68 glutamine amidotransferase
* APNAJNJK_00413      K07124  230.90  289.8   1.1e-86 uncharacterized protein
* APNAJNJK_00415      K00674  144.23  440.1  4.1e-132 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]
* APNAJNJK_00416      K22468  308.70  476.5  3.2e-143 polyphosphate kinase [EC:2.7.4.34]
* APNAJNJK_00417      K01295  241.13  452.4  9.7e-136 glutamate carboxypeptidase [EC:3.4.17.11]
* APNAJNJK_00419      K02032  423.43  484.2  3.3e-145 peptide/nickel transport system ATP-binding protein
* APNAJNJK_00420      K02031  437.70  529.5  7.9e-159 peptide/nickel transport system ATP-binding protein
* APNAJNJK_00421      K02034  258.23  322.1   2.3e-96 peptide/nickel transport system permease protein
* APNAJNJK_00422      K02033  271.33  370.8  4.4e-111 peptide/nickel transport system permease protein
* APNAJNJK_00423      K02035  246.87  373.0    1e-111 peptide/nickel transport system substrate-binding protein
* APNAJNJK_00427      K02035  246.87  379.1  1.4e-113 peptide/nickel transport system substrate-binding protein
* APNAJNJK_00429      K17758  283.73  289.6   9.1e-87 ADP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.136]
* APNAJNJK_00432      K00459  104.33  254.9   7.9e-76 nitronate monooxygenase [EC:1.13.12.16]
* APNAJNJK_00433      K22108  142.03  178.1   1.2e-52 TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator
* APNAJNJK_00434      K06446  498.07  626.9  3.4e-189 acyl-CoA dehydrogenase [EC:1.3.99.-]
* APNAJNJK_00434      K00249  374.13  430.7  3.5e-129 acyl-CoA dehydrogenase [EC:1.3.8.7]
* APNAJNJK_00435      K01041  547.47  691.6  9.4e-209 glutaryl-CoA transferase [EC:2.8.3.-]
* APNAJNJK_00436      K00074  422.30  449.9  6.2e-135 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]
* APNAJNJK_00442      K04063   53.87  156.1   3.7e-46 lipoyl-dependent peroxiredoxin [EC:1.11.1.28]
* APNAJNJK_00445      K03088   59.37  138.8   9.6e-41 RNA polymerase sigma-70 factor, ECF subfamily
* APNAJNJK_00447      K03285  336.87  398.8  1.1e-119 general bacterial porin, GBP family
* APNAJNJK_00449      K00450  163.83  469.2  3.1e-141 gentisate 1,2-dioxygenase [EC:1.13.11.4]
* APNAJNJK_00451      K01999  174.37  216.3   3.5e-64 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_00452      K01997  143.13  278.8   2.3e-83 branched-chain amino acid transport system permease protein
* APNAJNJK_00453      K01998  236.27  258.6   3.5e-77 branched-chain amino acid transport system permease protein
* APNAJNJK_00454      K01995  308.67  346.2  1.4e-103 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_00455      K01996  320.37  330.4   8.6e-99 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_00456      K01501  210.03  344.9    2e-103 nitrilase [EC:3.5.5.1]
* APNAJNJK_00457      K15735  169.60  253.9   5.1e-76 GntR family transcriptional regulator, carbon starvation induced regulator
* APNAJNJK_00458      K01432  145.43  270.7   8.6e-81 arylformamidase [EC:3.5.1.9]
* APNAJNJK_00459      K21645  174.80  341.9  1.6e-102 LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
* APNAJNJK_00460      K07795   99.77  257.3     1e-76 putative tricarboxylic transport membrane protein
* APNAJNJK_00462      K03098   90.50  175.1   9.1e-52 apolipoprotein D and lipocalin family protein
* APNAJNJK_00463      K01919   82.93  203.3   2.8e-60 glutamate--cysteine ligase [EC:6.3.2.2]
* APNAJNJK_00464      K01054  168.53  175.6   5.1e-52 acylglycerol lipase [EC:3.1.1.23]
* APNAJNJK_00469      K16844  364.93  467.4  1.1e-140 (2R)-3-sulfolactate dehydrogenase (NADP+) [EC:1.1.1.338]
* APNAJNJK_00470      K16843  383.50  466.9    8e-141 (S)-sulfolactate dehydrogenase [EC:1.1.1.310]
* APNAJNJK_00470      K00058  319.77  353.1  6.5e-106 D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
* APNAJNJK_00471      K07795   99.77  308.5   2.8e-92 putative tricarboxylic transport membrane protein
* APNAJNJK_00472      K16846  593.13  719.5  3.5e-217 (2R)-sulfolactate sulfo-lyase subunit beta [EC:4.4.1.24]
* APNAJNJK_00473      K16845   96.97  137.3   5.9e-41 (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]
* APNAJNJK_00474      K03710  167.27  217.5   1.4e-64 GntR family transcriptional regulator
* APNAJNJK_00475      K00641   84.70  551.6  3.9e-166 homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
* APNAJNJK_00477      K08218  245.60  550.8  1.3e-165 MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG
* APNAJNJK_00478      K14055  149.77  189.3   3.6e-56 universal stress protein E
* APNAJNJK_00481      K07160  106.60  412.7  5.4e-124 5-oxoprolinase (ATP-hydrolysing) subunit A [EC:3.5.2.9]
* APNAJNJK_00482      K06350  384.30  434.5  1.4e-130 antagonist of KipI
* APNAJNJK_00482      K23124  330.60  385.0  1.3e-115 5-oxoprolinase (ATP-hydrolysing) subunit C [EC:3.5.2.9]
* APNAJNJK_00483      K06351  272.03  272.2   1.5e-81 inhibitor of KinA
* APNAJNJK_00484      K06991   71.30  244.2   2.9e-73 uncharacterized protein
* APNAJNJK_00487      K00058  319.77  428.0  1.2e-128 D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
* APNAJNJK_00489      K07233  106.33  344.1  2.5e-103 copper resistance protein B
* APNAJNJK_00490      K22552  384.20  408.4  1.7e-122 multicopper oxidase [EC:1.16.3.1]
* APNAJNJK_00492      K07644  404.30  461.6  1.6e-138 two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
* APNAJNJK_00493      K07665  327.83  384.9  5.7e-116 two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR
* APNAJNJK_00493      K02483  235.13  273.3   1.2e-81 two-component system, OmpR family, response regulator
* APNAJNJK_00494      K07636  312.43  349.9  7.6e-105 two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
* APNAJNJK_00495      K07657  302.17  365.4  8.7e-110 two-component system, OmpR family, phosphate regulon response regulator PhoB
* APNAJNJK_00495      K02483  235.13  265.9   2.1e-79 two-component system, OmpR family, response regulator
* APNAJNJK_00496      K03183  260.37  360.8  2.8e-108 demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [EC:2.1.1.163 2.1.1.201]
* APNAJNJK_00498      K03690   72.93  206.9   1.1e-61 ubiquinone biosynthesis accessory factor UbiJ
* APNAJNJK_00499      K03688  412.43  620.9  9.5e-187 ubiquinone biosynthesis protein
* APNAJNJK_00502      K12340  240.50  330.8   6.5e-99 outer membrane protein
* APNAJNJK_00503      K00573   83.87  180.7   1.7e-53 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
* APNAJNJK_00504      K00941  328.07  415.6  1.3e-124 hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]
* APNAJNJK_00505      K03149  204.73  459.3  9.9e-138 thiazole synthase [EC:2.8.1.10]
* APNAJNJK_00506      K02016  150.73  160.0   3.3e-47 iron complex transport system substrate-binding protein
* APNAJNJK_00507      K02014  162.10  331.9   3.5e-99 iron complex outermembrane recepter protein
* APNAJNJK_00508      K00548  305.47 1961.2         0 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]
* APNAJNJK_00509      K05799  137.50  204.7     1e-60 GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex
* APNAJNJK_00512      K00098  351.93  446.8  1.3e-134 L-idonate 5-dehydrogenase [EC:1.1.1.264]
* APNAJNJK_00513      K02029  212.03  239.0     3e-71 polar amino acid transport system permease protein
* APNAJNJK_00514      K02029  212.03  261.8   3.6e-78 polar amino acid transport system permease protein
* APNAJNJK_00515      K02028  376.33  433.1  4.8e-130 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_00516      K08323  423.93  682.5  5.8e-206 mannonate dehydratase [EC:4.2.1.8]
* APNAJNJK_00517      K00040  590.13  670.4    7e-202 fructuronate reductase [EC:1.1.1.57]
* APNAJNJK_00518      K21801  430.50  611.1  4.7e-184 indoleacetamide hydrolase [EC:3.5.1.-]
* APNAJNJK_00518      K01426  293.00  349.3  1.6e-104 amidase [EC:3.5.1.4]
* APNAJNJK_00520      K03575  154.63  433.9  3.3e-130 A/G-specific adenine glycosylase [EC:3.2.2.31]
* APNAJNJK_00521      K04090  594.67 1816.1         0 indolepyruvate ferredoxin oxidoreductase [EC:1.2.7.8]
* APNAJNJK_00523      K13633  283.13  288.3   2.9e-86 AraC family transcriptional regulator, transcriptional activator FtrA
* APNAJNJK_00524      K03411   59.20  271.0   4.4e-81 chemotaxis protein CheD [EC:3.5.1.44]
* APNAJNJK_00525      K09811   81.30  190.2   2.1e-56 cell division transport system permease protein
* APNAJNJK_00526      K09812  298.03  318.5   3.3e-95 cell division transport system ATP-binding protein
* APNAJNJK_00527      K09969  281.23  541.8    3e-163 general L-amino acid transport system substrate-binding protein
* APNAJNJK_00528      K09970  367.30  612.2  6.3e-184 general L-amino acid transport system permease protein
* APNAJNJK_00529      K09971  272.13  522.1  5.2e-157 general L-amino acid transport system permease protein
* APNAJNJK_00529      K02029  212.03  214.4   8.5e-64 polar amino acid transport system permease protein
* APNAJNJK_00530      K09972  447.67  469.8  4.7e-142 general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_00530      K02028  376.33  446.1  5.8e-134 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_00531      K07795   99.77  326.1   1.4e-97 putative tricarboxylic transport membrane protein
* APNAJNJK_00534      K01996  320.37  355.4  2.3e-106 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_00535      K01995  308.67  349.0  1.9e-104 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_00536      K01998  236.27  263.7     1e-78 branched-chain amino acid transport system permease protein
* APNAJNJK_00537      K01997  143.13  273.4   9.4e-82 branched-chain amino acid transport system permease protein
* APNAJNJK_00538      K01999  174.37  204.3   1.5e-60 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_00539      K22270  392.17  583.2  7.7e-176 3-hydroxybenzoate 6-monooxygenase [EC:1.14.13.24]
* APNAJNJK_00541      K07795   99.77  290.1   1.2e-86 putative tricarboxylic transport membrane protein
* APNAJNJK_00542      K04782   85.67  118.2     1e-34 isochorismate pyruvate lyase [EC:4.2.99.21]
* APNAJNJK_00543      K01801  308.80  313.3   2.3e-94 maleylpyruvate isomerase [EC:5.2.1.4]
* APNAJNJK_00543      K01800  167.40  265.6   1.7e-79 maleylacetoacetate isomerase [EC:5.2.1.2]
* APNAJNJK_00543      K00799   63.80   95.5   1.4e-27 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_00544      K16165  263.00  365.4  2.8e-110 fumarylpyruvate hydrolase [EC:3.7.1.20]
* APNAJNJK_00545      K00450  163.83  484.5  6.8e-146 gentisate 1,2-dioxygenase [EC:1.13.11.4]
* APNAJNJK_00548      K00864  519.40  769.5    1e-231 glycerol kinase [EC:2.7.1.30]
* APNAJNJK_00551      K05896   39.43  265.5   2.2e-79 segregation and condensation protein A
* APNAJNJK_00552      K01918  120.03  415.6  1.2e-124 pantoate--beta-alanine ligase [EC:6.3.2.1]
* APNAJNJK_00555      K02654  118.77  216.5   2.4e-64 leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]
* APNAJNJK_00556      K00859   52.80  234.3   6.8e-70 dephospho-CoA kinase [EC:2.7.1.24]
* APNAJNJK_00557      K18778  129.00  316.2   5.2e-95 cell division protein ZapD
* APNAJNJK_00558      K07799  439.30  580.6  9.6e-175 membrane fusion protein, multidrug efflux system
* APNAJNJK_00558      K03585  257.10  325.2   3.3e-97 membrane fusion protein, multidrug efflux system
* APNAJNJK_00559      K07788 1519.33 1774.7         0 multidrug efflux pump
* APNAJNJK_00560      K07789 1465.77 1673.1         0 multidrug efflux pump
* APNAJNJK_00561      K18903  462.50  521.7  6.9e-157 outer membrane protein, multidrug efflux system
* APNAJNJK_00562      K07795   99.77  321.3   3.8e-96 putative tricarboxylic transport membrane protein
* APNAJNJK_00563      K00285  399.97  496.5  2.5e-149 D-amino-acid dehydrogenase [EC:1.4.5.1]
* APNAJNJK_00564      K06015  129.47  607.9  9.9e-183 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* APNAJNJK_00571      K03574   67.00   95.2   1.3e-27 8-oxo-dGTP diphosphatase [EC:3.6.1.55]
* APNAJNJK_00572      K06923  184.37  434.2  1.3e-130 uncharacterized protein
* APNAJNJK_00573      K00620  229.30  553.2  2.9e-166 glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]
* APNAJNJK_00576      K01999  174.37  229.7   3.1e-68 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_00577      K01997  143.13  274.3   5.2e-82 branched-chain amino acid transport system permease protein
* APNAJNJK_00578      K01998  236.27  276.2   1.7e-82 branched-chain amino acid transport system permease protein
* APNAJNJK_00579      K01995  308.67  351.5  3.2e-105 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_00580      K01996  320.37  334.7  4.2e-100 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_00581      K07315  141.93  155.9   4.4e-46 phosphoserine phosphatase RsbU/P [EC:3.1.3.3]
* APNAJNJK_00584      K21020  264.03  368.1  2.7e-110 diguanylate cyclase [EC:2.7.7.65]
* APNAJNJK_00585      K21084  311.13  312.3   2.5e-93 diguanylate cyclase [EC:2.7.7.65]
* APNAJNJK_00586      K09461  621.53 1404.0         0 anthraniloyl-CoA monooxygenase [EC:1.14.13.40]
* APNAJNJK_00587      K00059  266.63  289.7   1.5e-86 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]
* APNAJNJK_00587      K00019  191.07  194.2   1.3e-57 3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]
* APNAJNJK_00589      K00249  374.13  394.0  4.6e-118 acyl-CoA dehydrogenase [EC:1.3.8.7]
* APNAJNJK_00590      K08295  531.23  945.4  6.2e-285 2-aminobenzoate-CoA ligase [EC:6.2.1.32]
* APNAJNJK_00591      K01075  130.70  180.5   9.8e-54 4-hydroxybenzoyl-CoA thioesterase [EC:3.1.2.23]
* APNAJNJK_00591      K07107   67.73   82.3   1.6e-23 acyl-CoA thioester hydrolase [EC:3.1.2.-]
* APNAJNJK_00592      K09022   75.57   93.1   7.3e-27 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* APNAJNJK_00594      K01999  174.37  238.2   7.8e-71 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_00595      K01061   87.13  327.2   8.9e-98 carboxymethylenebutenolidase [EC:3.1.1.45]
