locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKMGFOCH_00337	CDS	744	glnH_1		COG0834	Glutamine-binding periplasmic protein
AKMGFOCH_00338	CDS	669	yecS_1		COG0765	L-cystine transport system permease protein YecS
AKMGFOCH_00339	CDS	783	glnQ_1			Glutamine transport ATP-binding protein GlnQ
AKMGFOCH_00340	CDS	951	hutG	3.5.3.8	COG0010	Formimidoylglutamase
AKMGFOCH_00341	CDS	1674	aknOx	1.1.3.45		Aclacinomycin-N/aclacinomycin-A oxidase
AKMGFOCH_00342	CDS	1290	gdhA_1	1.4.1.3	COG0334	Glutamate dehydrogenase
AKMGFOCH_00343	CDS	813				hypothetical protein
AKMGFOCH_00344	CDS	777	lipM	2.3.1.181		Octanoyltransferase LipM
AKMGFOCH_00345	CDS	276				hypothetical protein
AKMGFOCH_00346	CDS	465				hypothetical protein
AKMGFOCH_00347	CDS	699	yfcG_1	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
AKMGFOCH_00348	CDS	900				hypothetical protein
AKMGFOCH_00349	CDS	468	lrpC		COG1522	HTH-type transcriptional regulator LrpC
AKMGFOCH_00350	CDS	495	gpx1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
AKMGFOCH_00351	CDS	1203	ydhP_1		COG2814	Inner membrane transport protein YdhP
AKMGFOCH_00352	CDS	1203				hypothetical protein
AKMGFOCH_00353	CDS	1584				hypothetical protein
AKMGFOCH_00354	CDS	333				hypothetical protein
AKMGFOCH_00355	CDS	876	trpI_1			HTH-type transcriptional regulator TrpI
AKMGFOCH_00356	CDS	1152	dtnK_1	2.7.1.219	COG3395	D-threonate kinase
AKMGFOCH_00357	CDS	1053	pdxA2_1	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
AKMGFOCH_00358	CDS	708				hypothetical protein
AKMGFOCH_00359	CDS	1689	aer_2		COG0840	Aerotaxis receptor
AKMGFOCH_00360	CDS	1419	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
AKMGFOCH_00361	CDS	1437	frc_1	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
AKMGFOCH_00362	CDS	540	bcp_1	1.11.1.15	COG1225	Peroxiredoxin Bcp
AKMGFOCH_00363	CDS	1305				hypothetical protein
AKMGFOCH_00364	CDS	159				hypothetical protein
AKMGFOCH_00365	CDS	408				hypothetical protein
AKMGFOCH_00366	CDS	417	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
AKMGFOCH_00367	CDS	342				hypothetical protein
AKMGFOCH_00368	CDS	1059	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
AKMGFOCH_00369	CDS	852				hypothetical protein
AKMGFOCH_00370	CDS	375				hypothetical protein
AKMGFOCH_00371	CDS	435				hypothetical protein
AKMGFOCH_00372	CDS	795				hypothetical protein
AKMGFOCH_00373	CDS	1983				hypothetical protein
AKMGFOCH_00374	CDS	483				hypothetical protein
AKMGFOCH_00375	CDS	717	ompR_1			Transcriptional regulatory protein OmpR
AKMGFOCH_00376	CDS	1479	oprM_2		COG1538	Outer membrane protein OprM
AKMGFOCH_00377	CDS	1146	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
AKMGFOCH_00378	CDS	966	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
AKMGFOCH_00379	CDS	969				hypothetical protein
AKMGFOCH_00380	CDS	783				hypothetical protein
AKMGFOCH_00381	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
AKMGFOCH_00382	CDS	681	hchA	3.5.1.124		Protein/nucleic acid deglycase HchA
AKMGFOCH_00383	CDS	615		3.1.4.-	COG3437	Cyclic di-GMP phosphodiesterase
AKMGFOCH_00384	CDS	1599	glpD2_1	1.1.5.3	COG0578	Glycerol-3-phosphate dehydrogenase 2
AKMGFOCH_00385	CDS	792	glpR		COG1349	Glycerol-3-phosphate regulon repressor
AKMGFOCH_00386	CDS	1086	ugpC_1	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
AKMGFOCH_00387	CDS	1089	ugpC_2	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
AKMGFOCH_00388	CDS	891	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
AKMGFOCH_00389	CDS	813	dasC		COG0395	Diacetylchitobiose uptake system permease protein DasC
AKMGFOCH_00390	CDS	309				hypothetical protein
AKMGFOCH_00391	CDS	1731				hypothetical protein
AKMGFOCH_00392	CDS	306				hypothetical protein
AKMGFOCH_00393	CDS	363	copR			Transcriptional activator protein CopR
AKMGFOCH_00394	CDS	651	cat	2.3.1.28	COG0110	Chloramphenicol acetyltransferase
AKMGFOCH_00395	CDS	1245				hypothetical protein
AKMGFOCH_00396	CDS	501				hypothetical protein
AKMGFOCH_00397	CDS	411				hypothetical protein
AKMGFOCH_00398	CDS	1155				Outer membrane porin protein
AKMGFOCH_00399	CDS	987				hypothetical protein
AKMGFOCH_00400	CDS	468				hypothetical protein
AKMGFOCH_00401	CDS	636				hypothetical protein
AKMGFOCH_00402	CDS	960				hypothetical protein
AKMGFOCH_00403	CDS	447	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
AKMGFOCH_00404	CDS	1128	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AKMGFOCH_00405	CDS	1917				hypothetical protein
AKMGFOCH_00406	CDS	387				hypothetical protein
AKMGFOCH_00407	CDS	576				hypothetical protein
AKMGFOCH_00408	CDS	225				hypothetical protein
AKMGFOCH_00409	CDS	675				hypothetical protein
AKMGFOCH_00410	CDS	468	lrp_2		COG1522	Leucine-responsive regulatory protein
AKMGFOCH_00411	CDS	1302	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
AKMGFOCH_00412	CDS	1167				hypothetical protein
AKMGFOCH_00413	CDS	2628				hypothetical protein
AKMGFOCH_00414	CDS	873				hypothetical protein
AKMGFOCH_00415	CDS	882				hypothetical protein
AKMGFOCH_00416	CDS	2184	fcuA_1			Ferrichrome receptor FcuA
AKMGFOCH_00417	CDS	987				hypothetical protein
AKMGFOCH_00418	CDS	2916	ndhB	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
AKMGFOCH_00419	CDS	345	mnhC1_1		COG1006	Na(+)/H(+) antiporter subunit C1
AKMGFOCH_00420	CDS	1632	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
AKMGFOCH_00421	CDS	483	mrpE_1		COG1863	Na(+)/H(+) antiporter subunit E
AKMGFOCH_00422	CDS	282	mrpF		COG2212	Na(+)/H(+) antiporter subunit F
AKMGFOCH_00423	CDS	339	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
AKMGFOCH_00424	CDS	498				hypothetical protein
AKMGFOCH_00425	CDS	849				hypothetical protein
AKMGFOCH_00426	CDS	492	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
AKMGFOCH_00427	CDS	1035				hypothetical protein
AKMGFOCH_00428	CDS	1605	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
AKMGFOCH_00429	CDS	1218	yhhS			putative MFS-type transporter YhhS
AKMGFOCH_00430	CDS	771	tauB_1	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
AKMGFOCH_00431	CDS	999				hypothetical protein
AKMGFOCH_00432	CDS	774				hypothetical protein
AKMGFOCH_00433	CDS	816				hypothetical protein
AKMGFOCH_00434	CDS	588	yigZ		COG1739	IMPACT family member YigZ
AKMGFOCH_00435	CDS	375	trxC		COG0526	Putative thioredoxin 2
AKMGFOCH_00436	CDS	1023				hypothetical protein
AKMGFOCH_00437	CDS	357				hypothetical protein
AKMGFOCH_00438	CDS	1293	adeP		COG2252	Adenine permease AdeP
AKMGFOCH_00439	CDS	1032	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
AKMGFOCH_00440	CDS	642	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
AKMGFOCH_00441	CDS	759	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
AKMGFOCH_00442	CDS	825	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
AKMGFOCH_00443	CDS	861	nlpD			Murein hydrolase activator NlpD
AKMGFOCH_00444	CDS	780				hypothetical protein
AKMGFOCH_00445	CDS	609				hypothetical protein
AKMGFOCH_00446	CDS	753				hypothetical protein
AKMGFOCH_00447	CDS	903	hcaR_1			Hca operon transcriptional activator HcaR
AKMGFOCH_00448	CDS	1170	ydhP_2		COG2814	Inner membrane transport protein YdhP
AKMGFOCH_00449	CDS	1506	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
AKMGFOCH_00450	CDS	393	hmrR			HTH-type transcriptional regulator HmrR
AKMGFOCH_00451	CDS	2274	actP_1	7.2.2.9		Copper-transporting P-type ATPase
AKMGFOCH_00452	CDS	201				hypothetical protein
AKMGFOCH_00453	CDS	729	PGdx	1.11.1.15	COG0678	Hybrid peroxiredoxin hyPrx5
AKMGFOCH_00454	CDS	1437	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
AKMGFOCH_00455	CDS	891	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
AKMGFOCH_00456	CDS	750	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
AKMGFOCH_00457	CDS	1293	cpg2_1	3.4.17.11		Carboxypeptidase G2
AKMGFOCH_00458	CDS	1971	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
AKMGFOCH_00459	CDS	618	tesA	3.1.1.1	COG2755	Esterase TesA
AKMGFOCH_00460	CDS	672	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
AKMGFOCH_00461	CDS	984			COG1840	putative protein
AKMGFOCH_00462	CDS	1647				hypothetical protein
AKMGFOCH_00463	CDS	1077	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AKMGFOCH_00464	CDS	909	gcvA_2			Glycine cleavage system transcriptional activator
AKMGFOCH_00465	CDS	723	serB	3.1.3.3	COG0560	Phosphoserine phosphatase
AKMGFOCH_00466	CDS	1197	fabV	1.3.1.9	COG3007	Enoyl-[acyl-carrier-protein] reductase [NADH]
AKMGFOCH_00467	CDS	954	cntI_1			Pseudopaline exporter CntI
AKMGFOCH_00468	CDS	906	hdfR_1			HTH-type transcriptional regulator HdfR
AKMGFOCH_00469	CDS	1047				hypothetical protein
AKMGFOCH_00470	CDS	621				hypothetical protein
AKMGFOCH_00471	CDS	1284	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AKMGFOCH_00472	CDS	684				hypothetical protein
AKMGFOCH_00473	CDS	1347	cnbH	3.5.99.5		2-amino-5-chloromuconic acid deaminase
AKMGFOCH_00474	CDS	912	hdfR_2			HTH-type transcriptional regulator HdfR
AKMGFOCH_00475	CDS	807		4.2.1.-	COG4336	Putative hydro-lyase
AKMGFOCH_00476	CDS	1251			COG0683	Leu/Ile/Val-binding protein 
AKMGFOCH_00477	CDS	852	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKMGFOCH_00478	CDS	990				hypothetical protein
AKMGFOCH_00479	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
AKMGFOCH_00480	CDS	720	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_00481	CDS	1071				Outer membrane porin protein
AKMGFOCH_00482	CDS	1302	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
AKMGFOCH_00483	CDS	501				hypothetical protein
AKMGFOCH_00484	CDS	975			COG1638	Solute-binding protein
AKMGFOCH_00485	CDS	771	nudC_1	3.6.1.22		NADH pyrophosphatase
AKMGFOCH_00486	CDS	510				hypothetical protein
AKMGFOCH_00487	CDS	3624				hypothetical protein
AKMGFOCH_00488	CDS	1062				hypothetical protein
AKMGFOCH_00489	CDS	753	glnH_2		COG0834	Glutamine-binding periplasmic protein
AKMGFOCH_00490	CDS	657	glnP_1		COG0765	Glutamine transport system permease protein GlnP
AKMGFOCH_00491	CDS	729	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
AKMGFOCH_00492	CDS	2295	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
AKMGFOCH_00493	CDS	204	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
AKMGFOCH_00494	CDS	633	gmk	2.7.4.8	COG0194	Guanylate kinase
AKMGFOCH_00495	CDS	930	tsdA_1	1.8.2.2		Thiosulfate dehydrogenase
AKMGFOCH_00496	CDS	726				hypothetical protein
AKMGFOCH_00497	CDS	771	hcaB_2	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
AKMGFOCH_00498	CDS	594				hypothetical protein
AKMGFOCH_00499	CDS	2091			COG1629	putative TonB-dependent receptor
AKMGFOCH_00500	CDS	297				hypothetical protein
AKMGFOCH_00501	CDS	1500	amn	3.2.2.4	COG0775	AMP nucleosidase
AKMGFOCH_00502	CDS	1584	lysP_1		COG0833	Lysine-specific permease
AKMGFOCH_00503	CDS	285				hypothetical protein
AKMGFOCH_00504	CDS	345	higB-2_1		COG2026	Toxin HigB-2
AKMGFOCH_00505	CDS	930				hypothetical protein
AKMGFOCH_00506	CDS	735	rph	2.7.7.56	COG0689	Ribonuclease PH
AKMGFOCH_00507	CDS	1365				hypothetical protein
AKMGFOCH_00508	CDS	1161		1.3.8.10	COG1960	Cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
AKMGFOCH_00509	CDS	1710				hypothetical protein
AKMGFOCH_00510	CDS	1857				hypothetical protein
AKMGFOCH_00511	CDS	624		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
AKMGFOCH_00512	CDS	1224	hemW		COG0635	Heme chaperone HemW
AKMGFOCH_00513	CDS	1413		5.4.4.3	COG0174	3-hydroxylaminophenol mutase
AKMGFOCH_00514	CDS	1065	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
AKMGFOCH_00515	CDS	1503	glnG		COG2204	DNA-binding transcriptional regulator NtrC
AKMGFOCH_00516	CDS	918	yhaJ_1			HTH-type transcriptional regulator YhaJ
AKMGFOCH_00517	CDS	699	yhhW_1	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
AKMGFOCH_00518	CDS	906				hypothetical protein
AKMGFOCH_00519	CDS	624	prfB_1		COG1186	Peptide chain release factor RF2
AKMGFOCH_00520	CDS	1137	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
AKMGFOCH_00521	CDS	978				hypothetical protein
AKMGFOCH_00522	CDS	786	fbpC	7.2.2.7		Fe(3+) ions import ATP-binding protein FbpC
AKMGFOCH_00523	CDS	1671				hypothetical protein
AKMGFOCH_00524	CDS	1044	futA1			Iron uptake protein A1
AKMGFOCH_00525	CDS	777	fpr_1	1.18.1.2	COG1018	Ferredoxin--NADP reductase
AKMGFOCH_00526	CDS	978				hypothetical protein
AKMGFOCH_00527	CDS	384				hypothetical protein
AKMGFOCH_00528	CDS	1359				hypothetical protein
AKMGFOCH_00529	CDS	903	gltC_2			HTH-type transcriptional regulator GltC
AKMGFOCH_00530	CDS	387			COG0251	RutC family protein
AKMGFOCH_00531	CDS	2028	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
AKMGFOCH_00532	CDS	951	oxyR_1			Hydrogen peroxide-inducible genes activator
AKMGFOCH_00533	CDS	501	dps2	1.16.-.-	COG0783	DNA protection during starvation protein 2
AKMGFOCH_00534	CDS	1278	wbpA_1	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
AKMGFOCH_00535	CDS	2481				hypothetical protein
AKMGFOCH_00536	CDS	2061	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AKMGFOCH_00537	CDS	1155				hypothetical protein
AKMGFOCH_00538	CDS	1341				hypothetical protein
AKMGFOCH_00539	CDS	714				hypothetical protein
AKMGFOCH_00540	CDS	1032				hypothetical protein
AKMGFOCH_00541	CDS	1974	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
AKMGFOCH_00542	CDS	1275				hypothetical protein
AKMGFOCH_00543	CDS	615				hypothetical protein
AKMGFOCH_00544	CDS	1128	braC_1		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
AKMGFOCH_00545	CDS	702	rstA		COG0745	Transcriptional regulatory protein RstA
AKMGFOCH_00546	CDS	1293	rstB_1	2.7.13.3		Sensor protein RstB
AKMGFOCH_00547	CDS	1104	dap	3.4.11.19		D-aminopeptidase
AKMGFOCH_00548	CDS	903	ompV		COG3713	Outer membrane protein OmpV
AKMGFOCH_00549	CDS	1089	ugpC_3	7.6.2.10	COG3839	sn-glycerol-3-phosphate import ATP-binding protein UgpC
AKMGFOCH_00550	CDS	852	araQ		COG0395	L-arabinose transport system permease protein AraQ
AKMGFOCH_00551	CDS	882	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
AKMGFOCH_00552	CDS	1314	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
AKMGFOCH_00553	CDS	834	proC_1	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
AKMGFOCH_00554	CDS	555	yhhQ		COG1738	Queuosine precursor transporter
AKMGFOCH_00555	CDS	1116	braC_2		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
AKMGFOCH_00556	CDS	927	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKMGFOCH_00557	CDS	1236				hypothetical protein
AKMGFOCH_00558	CDS	768	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AKMGFOCH_00559	CDS	702	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_00560	CDS	450				hypothetical protein
AKMGFOCH_00561	CDS	744		5.1.1.13		Aspartate racemase
AKMGFOCH_00562	CDS	1497		3.5.1.83		N-acyl-D-aspartate deacylase
AKMGFOCH_00563	CDS	981				hypothetical protein
AKMGFOCH_00564	CDS	954	occR_2			Octopine catabolism/uptake operon regulatory protein OccR
AKMGFOCH_00565	CDS	615	gst	2.5.1.18	COG0625	Glutathione S-transferase GST-4.5
AKMGFOCH_00566	CDS	1173	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
AKMGFOCH_00567	CDS	642				hypothetical protein
AKMGFOCH_00568	CDS	909	ribN			Riboflavin transporter
AKMGFOCH_00569	CDS	378				hypothetical protein
AKMGFOCH_00570	CDS	1062	adh_1	1.1.1.1		Alcohol dehydrogenase
AKMGFOCH_00571	CDS	1236				hypothetical protein
AKMGFOCH_00572	CDS	744	kdgR_3		COG1414	Transcriptional regulator KdgR
AKMGFOCH_00573	CDS	801				hypothetical protein
AKMGFOCH_00574	CDS	939	rocF	3.5.3.1		Arginase
AKMGFOCH_00575	CDS	822	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
AKMGFOCH_00576	CDS	972				hypothetical protein
AKMGFOCH_00577	CDS	1212	pbuE_1		COG2814	Purine efflux pump PbuE
AKMGFOCH_00578	CDS	456	lrp_3		COG1522	Leucine-responsive regulatory protein
AKMGFOCH_00579	CDS	1167				hypothetical protein
AKMGFOCH_00580	CDS	1209	mdlB_2	1.1.99.31		(S)-mandelate dehydrogenase
AKMGFOCH_00581	CDS	867	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
AKMGFOCH_00582	CDS	1635	yheS_1		COG0488	putative ABC transporter ATP-binding protein YheS
AKMGFOCH_00583	CDS	882	mcl2_1	3.1.2.30	COG2301	(3S)-malyl-CoA thioesterase
AKMGFOCH_00584	CDS	720	phoP_1			Transcriptional regulatory protein PhoP
AKMGFOCH_00585	CDS	507				hypothetical protein
AKMGFOCH_00586	CDS	603				hypothetical protein
AKMGFOCH_00587	CDS	1245	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
AKMGFOCH_00588	CDS	1122	aroG_1	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
AKMGFOCH_00589	CDS	1227	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
AKMGFOCH_00590	CDS	1626				hypothetical protein
AKMGFOCH_00591	CDS	909	hcaR_2			Hca operon transcriptional activator HcaR
AKMGFOCH_00592	CDS	1290	ynfM			Inner membrane transport protein YnfM
AKMGFOCH_00593	CDS	300	flhD_2			Flagellar transcriptional regulator FlhD
AKMGFOCH_00594	CDS	714				hypothetical protein
AKMGFOCH_00595	CDS	3015	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
AKMGFOCH_00596	CDS	354				hypothetical protein
AKMGFOCH_00597	CDS	1440	rpoN_1		COG1508	RNA polymerase sigma-54 factor
AKMGFOCH_00598	CDS	939	zraR_1		COG2204	Transcriptional regulatory protein ZraR
AKMGFOCH_00599	CDS	1371	zraR_2		COG2204	Transcriptional regulatory protein ZraR
AKMGFOCH_00600	CDS	390				hypothetical protein
AKMGFOCH_00601	CDS	279				hypothetical protein
AKMGFOCH_00602	CDS	285				hypothetical protein
AKMGFOCH_00603	CDS	594				hypothetical protein
AKMGFOCH_00604	CDS	633				hypothetical protein
AKMGFOCH_00605	CDS	888	ydaD	1.-.-.-		General stress protein 39
AKMGFOCH_00606	CDS	339				hypothetical protein
AKMGFOCH_00607	CDS	294				hypothetical protein
AKMGFOCH_00608	CDS	1032				hypothetical protein
AKMGFOCH_00609	CDS	555	yhbO_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
AKMGFOCH_00610	CDS	165				hypothetical protein
AKMGFOCH_00611	CDS	153				hypothetical protein
AKMGFOCH_00612	CDS	1179				hypothetical protein
AKMGFOCH_00613	CDS	948		1.1.1.215	COG1052	2-ketogluconate reductase
AKMGFOCH_00614	CDS	837				hypothetical protein
AKMGFOCH_00615	CDS	2112				hypothetical protein
AKMGFOCH_00616	CDS	906				hypothetical protein
AKMGFOCH_00617	CDS	183				hypothetical protein
AKMGFOCH_00618	CDS	1098				hypothetical protein
AKMGFOCH_00619	CDS	2178	fhuA_4		COG1629	Ferrichrome outer membrane transporter/phage receptor
AKMGFOCH_00620	CDS	405				hypothetical protein
AKMGFOCH_00621	CDS	714				hypothetical protein
AKMGFOCH_00622	CDS	108				hypothetical protein
AKMGFOCH_00623	CDS	372				hypothetical protein
AKMGFOCH_00624	CDS	906				hypothetical protein
AKMGFOCH_00625	CDS	1773		1.1.99.3		Gluconate 2-dehydrogenase flavoprotein
AKMGFOCH_00626	CDS	735				hypothetical protein
AKMGFOCH_00627	CDS	1584				hypothetical protein
AKMGFOCH_00628	CDS	822				hypothetical protein
AKMGFOCH_00629	CDS	981				hypothetical protein
AKMGFOCH_00630	CDS	1110				hypothetical protein
AKMGFOCH_00631	CDS	1314	rstB_2	2.7.13.3		Sensor protein RstB
AKMGFOCH_00632	CDS	1260	srpC		COG2059	putative chromate transport protein
AKMGFOCH_00633	CDS	831	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
AKMGFOCH_00634	CDS	897	pcpR_1			PCP degradation transcriptional activation protein
AKMGFOCH_00635	CDS	474				hypothetical protein
AKMGFOCH_00636	CDS	1206	mdtL_1			Multidrug resistance protein MdtL
AKMGFOCH_00637	CDS	333				hypothetical protein
AKMGFOCH_00638	CDS	1530				hypothetical protein
AKMGFOCH_00639	CDS	471				hypothetical protein
AKMGFOCH_00640	CDS	462	xcpT_2		COG2165	Type II secretion system protein G
AKMGFOCH_00641	CDS	996	xcpX_2		COG3156	Type II secretion system protein K
AKMGFOCH_00642	CDS	1236				hypothetical protein
AKMGFOCH_00643	CDS	597				hypothetical protein
AKMGFOCH_00644	CDS	2847	sctC_2			Type 3 secretion system secretin
AKMGFOCH_00645	CDS	1446	hxcR_2		COG2804	putative type II secretion system protein HxcR
AKMGFOCH_00646	CDS	1209	epsF_2		COG1459	Type II secretion system protein F
AKMGFOCH_00647	CDS	1236	phoA2_1	3.1.3.1	COG0226	Alkaline phosphatase L
AKMGFOCH_00648	CDS	1215	phoA2_2	3.1.3.1	COG0226	Alkaline phosphatase L
AKMGFOCH_00649	CDS	12303				hypothetical protein
AKMGFOCH_00650	CDS	720				hypothetical protein
AKMGFOCH_00651	CDS	516	fecI_3		COG1595	putative RNA polymerase sigma factor FecI
AKMGFOCH_00652	CDS	984				hypothetical protein
AKMGFOCH_00653	CDS	588				hypothetical protein
AKMGFOCH_00654	CDS	624				hypothetical protein
AKMGFOCH_00655	CDS	585				hypothetical protein
AKMGFOCH_00656	CDS	528				hypothetical protein
AKMGFOCH_00657	CDS	429				hypothetical protein
AKMGFOCH_00658	CDS	663				hypothetical protein
AKMGFOCH_00659	CDS	441				hypothetical protein
AKMGFOCH_00660	CDS	480				hypothetical protein
AKMGFOCH_00661	CDS	579				hypothetical protein
AKMGFOCH_00662	CDS	258				hypothetical protein
AKMGFOCH_00663	CDS	177				hypothetical protein
AKMGFOCH_00664	CDS	150				hypothetical protein
AKMGFOCH_00665	CDS	1764				hypothetical protein
AKMGFOCH_00666	CDS	465	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
AKMGFOCH_00667	CDS	408				hypothetical protein
AKMGFOCH_00668	CDS	1554				hypothetical protein
AKMGFOCH_00669	CDS	1218	xerC_1			Tyrosine recombinase XerC
AKMGFOCH_00670	CDS	795				hypothetical protein
AKMGFOCH_00671	CDS	312				hypothetical protein
AKMGFOCH_00672	CDS	459				hypothetical protein
AKMGFOCH_00673	CDS	1410				hypothetical protein
AKMGFOCH_00674	CDS	834	tauB_2	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
AKMGFOCH_00675	CDS	774	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
AKMGFOCH_00676	CDS	1014	tauA_1		COG4521	Taurine-binding periplasmic protein
AKMGFOCH_00677	CDS	981	thadh_1	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
AKMGFOCH_00678	CDS	966				hypothetical protein
AKMGFOCH_00679	CDS	1512	argH_2	4.3.2.1	COG0165	Argininosuccinate lyase
AKMGFOCH_00680	CDS	867				hypothetical protein
AKMGFOCH_00681	CDS	1230				hypothetical protein
AKMGFOCH_00682	CDS	1476	esiB			Secretory immunoglobulin A-binding protein EsiB
AKMGFOCH_00683	CDS	627				hypothetical protein
AKMGFOCH_00684	CDS	1422				hypothetical protein
AKMGFOCH_00685	CDS	489				hypothetical protein
AKMGFOCH_00686	CDS	363				hypothetical protein
AKMGFOCH_00687	CDS	1071				hypothetical protein
AKMGFOCH_00688	CDS	1107	ydiK_1		COG0628	Putative transport protein YdiK
