locus_tag	ftype	length_bp	gene	EC_number	COG	product
APNAJNJK_00351	CDS	1083				hypothetical protein
APNAJNJK_00352	CDS	543	resA_1			Thiol-disulfide oxidoreductase ResA
APNAJNJK_00353	CDS	1104			COG1305	putative protein
APNAJNJK_00354	CDS	1062	selD	2.7.9.3	COG0709	Selenide, water dikinase
APNAJNJK_00355	CDS	2073				hypothetical protein
APNAJNJK_00356	CDS	921	gcvA_2			Glycine cleavage system transcriptional activator
APNAJNJK_00357	CDS	210				hypothetical protein
APNAJNJK_00358	CDS	645	nsaD_1	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
APNAJNJK_00359	CDS	378				hypothetical protein
APNAJNJK_00360	CDS	1530	adh_1	1.2.1.3	COG1012	Aldehyde dehydrogenase
APNAJNJK_00361	CDS	1893	acoR		COG3284	Acetoin catabolism regulatory protein
APNAJNJK_00362	CDS	789	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
APNAJNJK_00363	CDS	1032	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
APNAJNJK_00364	CDS	609	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
APNAJNJK_00365	CDS	1521	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
APNAJNJK_00366	CDS	708	cbbZC	3.1.3.18	COG0546	Phosphoglycolate phosphatase, chromosomal
APNAJNJK_00367	CDS	696	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
APNAJNJK_00368	CDS	375	apaG		COG2967	Protein ApaG
APNAJNJK_00369	CDS	1302				hypothetical protein
APNAJNJK_00370	CDS	1170	ubiF	1.14.99.60	COG0654	3-demethoxyubiquinol 3-hydroxylase
APNAJNJK_00371	CDS	804	dsbC		COG1651	putative thiol:disulfide interchange protein DsbC
APNAJNJK_00372	CDS	957		1.1.1.81	COG0111	Hydroxypyruvate reductase
APNAJNJK_00373	CDS	1017	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
APNAJNJK_00374	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
APNAJNJK_00375	CDS	903	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
APNAJNJK_00376	CDS	360	catD_1	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
APNAJNJK_00377	CDS	402	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
APNAJNJK_00378	CDS	927	yhaJ_1			HTH-type transcriptional regulator YhaJ
APNAJNJK_00379	CDS	1197	amiC_1			Aliphatic amidase expression-regulating protein
APNAJNJK_00380	CDS	903	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_00381	CDS	1047				hypothetical protein
APNAJNJK_00382	CDS	798	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_00383	CDS	690	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_00384	CDS	1038	amiE	3.5.1.4		Aliphatic amidase
APNAJNJK_00385	CDS	807	nirQ		COG0714	Denitrification regulatory protein NirQ
APNAJNJK_00386	CDS	1743				hypothetical protein
APNAJNJK_00387	CDS	1155	amiC_2			Aliphatic amidase expression-regulating protein
APNAJNJK_00388	CDS	627	amiR_1		COG3707	Aliphatic amidase regulator
APNAJNJK_00389	CDS	762	maiA	5.2.1.1	COG3473	Maleate isomerase
APNAJNJK_00390	CDS	882	gltC_2			HTH-type transcriptional regulator GltC
APNAJNJK_00391	CDS	969				hypothetical protein
APNAJNJK_00392	CDS	666	pcaI_1	2.8.3.6	COG1788	3-oxoadipate CoA-transferase subunit A
APNAJNJK_00393	CDS	705	pcaJ_1	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
APNAJNJK_00394	CDS	993				hypothetical protein
APNAJNJK_00395	CDS	1776				hypothetical protein
APNAJNJK_00396	CDS	777	echA8_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
APNAJNJK_00397	CDS	1554				hypothetical protein
APNAJNJK_00398	CDS	882	atpB		COG0356	ATP synthase subunit a
APNAJNJK_00399	CDS	243	atpH_1			ATP synthase subunit c
APNAJNJK_00400	CDS	471	atpF		COG0711	ATP synthase subunit b
APNAJNJK_00401	CDS	540	atpH_2		COG0712	ATP synthase subunit delta
APNAJNJK_00402	CDS	1542	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
APNAJNJK_00403	CDS	906	atpG		COG0224	ATP synthase gamma chain
APNAJNJK_00404	CDS	1401	atpD1	7.1.2.2		ATP synthase subunit beta 1
APNAJNJK_00405	CDS	426	atpC		COG0355	ATP synthase epsilon chain
APNAJNJK_00406	CDS	765				hypothetical protein
APNAJNJK_00407	CDS	1074	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
APNAJNJK_00408	CDS	2106	priA	3.6.4.-	COG1198	Primosomal protein N'
APNAJNJK_00409	CDS	2064	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
APNAJNJK_00410	CDS	828	rhaS_4			HTH-type transcriptional activator RhaS
APNAJNJK_00411	CDS	1059	ltaE_1	4.1.2.48		Low specificity L-threonine aldolase
APNAJNJK_00412	CDS	840	egtC	3.5.1.118	COG0121	Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase
APNAJNJK_00413	CDS	837				hypothetical protein
APNAJNJK_00414	CDS	933	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
APNAJNJK_00415	CDS	981	dapD_1	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
APNAJNJK_00416	CDS	921		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
APNAJNJK_00417	CDS	1128	cpg2_1	3.4.17.11		Carboxypeptidase G2
APNAJNJK_00418	CDS	906				hypothetical protein
APNAJNJK_00419	CDS	1011	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
APNAJNJK_00420	CDS	984	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
APNAJNJK_00421	CDS	918	ddpC_1		COG1173	putative D,D-dipeptide transport system permease protein DdpC
APNAJNJK_00422	CDS	978	dppB_3		COG0601	Dipeptide transport system permease protein DppB
APNAJNJK_00423	CDS	1641	hbpA_1		COG0747	Heme-binding protein A
APNAJNJK_00424	CDS	972				hypothetical protein
APNAJNJK_00425	CDS	1437				hypothetical protein
APNAJNJK_00426	CDS	915	hdfR_2			HTH-type transcriptional regulator HdfR
APNAJNJK_00427	CDS	1614	hbpA_2		COG0747	Heme-binding protein A
APNAJNJK_00428	CDS	234				hypothetical protein
APNAJNJK_00429	CDS	870	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
APNAJNJK_00430	CDS	834	fadB_1	4.2.1.17	COG1024	putative enoyl-CoA hydratase
APNAJNJK_00431	CDS	741	paaF_1	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
APNAJNJK_00432	CDS	972				hypothetical protein
APNAJNJK_00433	CDS	624	kstR2			HTH-type transcriptional repressor KstR2
APNAJNJK_00434	CDS	1149	acrC	1.3.1.95		Acryloyl-CoA reductase (NADH)
APNAJNJK_00435	CDS	1230	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
APNAJNJK_00436	CDS	1527	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
APNAJNJK_00437	CDS	924	petJ_1			Cytochrome c6
APNAJNJK_00438	tRNA	75				tRNA-Arg(ccg)
APNAJNJK_00439	CDS	1182	mdtD			Putative multidrug resistance protein MdtD
APNAJNJK_00440	CDS	480				hypothetical protein
APNAJNJK_00441	CDS	756				hypothetical protein
APNAJNJK_00442	CDS	495	ohrB_1		COG1764	Organic hydroperoxide resistance protein OhrB
APNAJNJK_00443	CDS	1005	pgrR_1			HTH-type transcriptional regulator PgrR
APNAJNJK_00444	CDS	432				hypothetical protein
APNAJNJK_00445	CDS	879	sigJ			ECF RNA polymerase sigma factor SigJ
APNAJNJK_00446	CDS	936				hypothetical protein
APNAJNJK_00447	CDS	1116				Outer membrane porin protein
APNAJNJK_00448	CDS	261				hypothetical protein
APNAJNJK_00449	CDS	1125	sdgD_1	1.13.11.4		Gentisate 1,2-dioxygenase
APNAJNJK_00450	CDS	912	yisK_1		COG0179	putative protein YisK
APNAJNJK_00451	CDS	1170				hypothetical protein
APNAJNJK_00452	CDS	915	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_00453	CDS	981				hypothetical protein
APNAJNJK_00454	CDS	861	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
APNAJNJK_00455	CDS	693	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_00456	CDS	1038	nitA	3.5.5.7		Aliphatic nitrilase
APNAJNJK_00457	CDS	762				hypothetical protein
APNAJNJK_00458	CDS	885				hypothetical protein
APNAJNJK_00459	CDS	915	yjiE_1			HTH-type transcriptional regulator YjiE
APNAJNJK_00460	CDS	993				hypothetical protein
APNAJNJK_00461	CDS	945				hypothetical protein
APNAJNJK_00462	CDS	522	blc		COG3040	Outer membrane lipoprotein Blc
APNAJNJK_00463	CDS	1572	gshA	6.3.2.2	COG2918	Glutamate--cysteine ligase
APNAJNJK_00464	CDS	894		3.1.1.23	COG2267	Monoacylglycerol lipase
APNAJNJK_00465	CDS	513				hypothetical protein
APNAJNJK_00466	CDS	252	rpaR		COG2771	HTH-type quorum sensing-dependent transcriptional regulator RpaR
APNAJNJK_00467	CDS	900				hypothetical protein
APNAJNJK_00468	CDS	609				hypothetical protein
APNAJNJK_00469	CDS	1008	comC	1.1.1.338	COG2055	(2R)-3-sulfolactate dehydrogenase (NADP(+))
APNAJNJK_00470	CDS	936	slcC	1.1.1.310	COG0111	(S)-sulfolactate dehydrogenase
APNAJNJK_00471	CDS	1014				hypothetical protein
APNAJNJK_00472	CDS	1176	suyB_1	4.4.1.24	COG2721	(2R)-sulfolactate sulfo-lyase subunit beta
APNAJNJK_00473	CDS	282				hypothetical protein
APNAJNJK_00474	CDS	756	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
APNAJNJK_00475	CDS	1272	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
APNAJNJK_00476	CDS	615	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
APNAJNJK_00477	CDS	1281	ampG_1		COG0477	Anhydromuropeptide permease
APNAJNJK_00478	CDS	870	uspE		COG0589	Universal stress protein E
APNAJNJK_00479	CDS	639				hypothetical protein
APNAJNJK_00480	CDS	747	glaR_1		COG1802	HTH-type transcriptional repressor GlaR
APNAJNJK_00481	CDS	771	pxpA_2	3.5.2.9	COG1540	5-oxoprolinase subunit A
APNAJNJK_00482	CDS	1002	pxpC_2	3.5.2.9	COG1984	5-oxoprolinase subunit C
APNAJNJK_00483	CDS	627	pxpB_2	3.5.2.9	COG2049	5-oxoprolinase subunit B
APNAJNJK_00484	CDS	432				hypothetical protein
APNAJNJK_00485	CDS	876	cmpR_1		COG0583	HTH-type transcriptional activator CmpR
APNAJNJK_00486	CDS	585				hypothetical protein
APNAJNJK_00487	CDS	1200	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
APNAJNJK_00488	CDS	477				hypothetical protein
APNAJNJK_00489	CDS	960	copB			Copper resistance protein B
APNAJNJK_00490	CDS	1794	copA			Copper resistance protein A
APNAJNJK_00491	CDS	495				hypothetical protein
APNAJNJK_00492	CDS	1401	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
APNAJNJK_00493	CDS	687	czcR_2			Transcriptional activator protein CzcR
APNAJNJK_00494	CDS	1308	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
APNAJNJK_00495	CDS	699	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
APNAJNJK_00496	CDS	777	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
APNAJNJK_00497	CDS	999				hypothetical protein
APNAJNJK_00498	CDS	639	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
APNAJNJK_00499	CDS	1554	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
APNAJNJK_00500	CDS	879				hypothetical protein
APNAJNJK_00501	CDS	489		2.7.7.70	COG2870	D-beta-D-heptose 1-phosphate adenylyltransferase
APNAJNJK_00502	CDS	1332	tolC_1		COG1538	Outer membrane protein TolC
APNAJNJK_00503	CDS	681	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
APNAJNJK_00504	CDS	843	thiD_1	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
APNAJNJK_00505	CDS	810	thiG	2.8.1.10	COG2022	Thiazole synthase
APNAJNJK_00506	CDS	909	btuF		COG0614	Vitamin B12-binding protein
APNAJNJK_00507	CDS	2037	pfeA		COG4771	Ferric enterobactin receptor
APNAJNJK_00508	CDS	3804	metH	2.1.1.13	COG0646	Methionine synthase
APNAJNJK_00509	CDS	729	lutR_2		COG2186	HTH-type transcriptional regulator LutR
APNAJNJK_00510	CDS	867				hypothetical protein
APNAJNJK_00511	CDS	834				hypothetical protein
APNAJNJK_00512	CDS	1038	idnD	1.1.1.264	COG1063	L-idonate 5-dehydrogenase (NAD(P)(+))
APNAJNJK_00513	CDS	666	artQ		COG0765	Arginine transport system permease protein ArtQ
APNAJNJK_00514	CDS	660	glnP_2		COG0765	Glutamine transport system permease protein GlnP
APNAJNJK_00515	CDS	849	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
APNAJNJK_00516	CDS	1212		4.2.1.8	COG4948	D-mannonate dehydratase
APNAJNJK_00517	CDS	1563	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
APNAJNJK_00518	CDS	1446	mdlY	3.5.1.86		Mandelamide hydrolase
APNAJNJK_00519	CDS	819				hypothetical protein
APNAJNJK_00520	CDS	1077	mutY	3.2.2.31	COG1194	Adenine DNA glycosylase
APNAJNJK_00521	CDS	3612				hypothetical protein
APNAJNJK_00522	CDS	690				hypothetical protein
APNAJNJK_00523	CDS	972	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
APNAJNJK_00524	CDS	777	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
APNAJNJK_00525	CDS	909	ftsX		COG2177	Cell division protein FtsX
APNAJNJK_00526	CDS	714	ftsE		COG2884	Cell division ATP-binding protein FtsE
APNAJNJK_00527	CDS	1017	yhdW_1			Putative amino-acid ABC transporter-binding protein YhdW
APNAJNJK_00528	CDS	1191				hypothetical protein
APNAJNJK_00529	CDS	1104	yhdY_1		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
APNAJNJK_00530	CDS	741	glnQ_4			Glutamine transport ATP-binding protein GlnQ
APNAJNJK_00531	CDS	1017				hypothetical protein
APNAJNJK_00532	CDS	360				hypothetical protein
APNAJNJK_00533	CDS	363				hypothetical protein
APNAJNJK_00534	CDS	693	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_00535	CDS	756	frcA	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
APNAJNJK_00536	CDS	969				hypothetical protein
APNAJNJK_00537	CDS	915	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_00538	CDS	1176				hypothetical protein
APNAJNJK_00539	CDS	1221	mhbM	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
APNAJNJK_00540	CDS	1353				hypothetical protein
APNAJNJK_00541	CDS	1005				hypothetical protein
APNAJNJK_00542	CDS	399				hypothetical protein
APNAJNJK_00543	CDS	639	nagL_1	5.2.1.4		Maleylpyruvate isomerase
APNAJNJK_00544	CDS	699	nagK_1	3.7.1.20		Fumarylpyruvate hydrolase
APNAJNJK_00545	CDS	1053	sdgD_2	1.13.11.4		Gentisate 1,2-dioxygenase
APNAJNJK_00546	CDS	936	gbpR_1			HTH-type transcriptional regulator GbpR
APNAJNJK_00547	CDS	558				hypothetical protein
APNAJNJK_00548	CDS	1524	glpK_1	2.7.1.30	COG0554	Glycerol kinase
APNAJNJK_00549	CDS	1383	hsrA			putative transport protein HsrA
APNAJNJK_00550	CDS	189				hypothetical protein
APNAJNJK_00551	CDS	891	scpA			Segregation and condensation protein A
APNAJNJK_00552	CDS	855	panC	6.3.2.1		Pantothenate synthetase
APNAJNJK_00553	CDS	405				hypothetical protein
APNAJNJK_00554	CDS	777				hypothetical protein
APNAJNJK_00555	CDS	858	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
APNAJNJK_00556	CDS	648	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
APNAJNJK_00557	CDS	771	zapD		COG4582	Cell division protein ZapD
APNAJNJK_00558	CDS	1278	mdtA_1			Multidrug resistance protein MdtA
APNAJNJK_00559	CDS	3099	mdtB_1			Multidrug resistance protein MdtB
APNAJNJK_00560	CDS	3111	mdtC_1		COG0841	Multidrug resistance protein MdtC
APNAJNJK_00561	CDS	1575	oprM_1		COG1538	Outer membrane protein OprM
APNAJNJK_00562	CDS	999				hypothetical protein
APNAJNJK_00563	CDS	1254	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
APNAJNJK_00564	CDS	1500	dan_1	3.5.1.81		D-aminoacylase
APNAJNJK_00565	CDS	666				hypothetical protein
APNAJNJK_00566	CDS	930				hypothetical protein
APNAJNJK_00567	CDS	900	sugB		COG0395	Trehalose transport system permease protein SugB
APNAJNJK_00568	CDS	945	ugpA_2		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
APNAJNJK_00569	CDS	1122	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
APNAJNJK_00570	CDS	1437				hypothetical protein
APNAJNJK_00571	CDS	963	thiE_1	2.5.1.3		Thiamine-phosphate synthase
APNAJNJK_00572	CDS	867				hypothetical protein
APNAJNJK_00573	CDS	1227	argJ			Arginine biosynthesis bifunctional protein ArgJ
APNAJNJK_00574	CDS	1041				hypothetical protein
APNAJNJK_00575	CDS	495				hypothetical protein
APNAJNJK_00576	CDS	1164				hypothetical protein
APNAJNJK_00577	CDS	921	livH_4		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_00578	CDS	969				hypothetical protein
APNAJNJK_00579	CDS	801	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
APNAJNJK_00580	CDS	705	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_00581	CDS	1995				hypothetical protein
APNAJNJK_00582	CDS	540				hypothetical protein
APNAJNJK_00583	CDS	378				putative protein
APNAJNJK_00584	CDS	798				hypothetical protein
APNAJNJK_00585	CDS	2577				hypothetical protein
APNAJNJK_00586	CDS	2352	namA_1	1.6.99.1		NADPH dehydrogenase
APNAJNJK_00587	CDS	792	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
APNAJNJK_00588	CDS	858		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
APNAJNJK_00589	CDS	1173		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
APNAJNJK_00590	CDS	1641	bclA_1	6.2.1.25		Benzoate--CoA ligase
APNAJNJK_00591	CDS	426		3.1.2.28		1,4-dihydroxy-2-naphthoyl-CoA hydrolase
APNAJNJK_00592	CDS	405	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
APNAJNJK_00593	CDS	987				hypothetical protein
APNAJNJK_00594	CDS	1188				hypothetical protein
APNAJNJK_00595	CDS	1245				hypothetical protein
APNAJNJK_00596	CDS	1344	antA_1	1.14.12.1	COG4638	Anthranilate 1,2-dioxygenase large subunit
APNAJNJK_00597	CDS	534	hcaF	1.14.12.19		3-phenylpropionate/cinnamic acid dioxygenase subunit beta
APNAJNJK_00598	CDS	612	rutB_1	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
APNAJNJK_00599	CDS	807	tsaC1_1	1.2.1.62		4-formylbenzenesulfonate dehydrogenase TsaC1/TsaC2
APNAJNJK_00600	CDS	1728				hypothetical protein
APNAJNJK_00601	CDS	744	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
APNAJNJK_00602	CDS	1278	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
APNAJNJK_00603	CDS	666	thiE_2	2.5.1.3		Thiamine-phosphate synthase
APNAJNJK_00604	CDS	810	thiD_2	2.7.1.49		Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
APNAJNJK_00605	CDS	165	rubA2		COG1773	Rubredoxin-2
APNAJNJK_00606	CDS	588				hypothetical protein
APNAJNJK_00607	CDS	402	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
APNAJNJK_00608	CDS	846	pyrB_1	2.1.3.2		Aspartate carbamoyltransferase
APNAJNJK_00609	CDS	1305	pyrC'		COG0044	Dihydroorotase-like protein
APNAJNJK_00610	CDS	741				hypothetical protein
APNAJNJK_00611	CDS	369				hypothetical protein
APNAJNJK_00612	CDS	897	gltR_2		COG0583	HTH-type transcriptional regulator GltR
APNAJNJK_00613	CDS	675	rraA_1			Regulator of ribonuclease activity A
APNAJNJK_00614	CDS	1218	aatA	2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
APNAJNJK_00615	CDS	828	glnH_1		COG0834	ABC transporter glutamine-binding protein GlnH
APNAJNJK_00616	CDS	702	gltJ_2		COG0765	Glutamate/aspartate import permease protein GltJ
APNAJNJK_00617	CDS	717	glnP_3		COG0765	putative glutamine ABC transporter permease protein GlnP
APNAJNJK_00618	CDS	726	glnQ_5			Glutamine transport ATP-binding protein GlnQ
APNAJNJK_00619	CDS	834	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
APNAJNJK_00620	CDS	1179	lptG		COG0795	Lipopolysaccharide export system permease protein LptG
APNAJNJK_00621	CDS	735	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
APNAJNJK_00622	CDS	864	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
APNAJNJK_00623	CDS	900				hypothetical protein
APNAJNJK_00624	CDS	1089	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_00625	CDS	1779				hypothetical protein
APNAJNJK_00626	CDS	1098				hypothetical protein
APNAJNJK_00627	CDS	2487	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
APNAJNJK_00628	CDS	672	tctD_1		COG0745	Transcriptional regulatory protein tctD
APNAJNJK_00629	CDS	1908	rnb	3.1.13.1		Exoribonuclease 2
APNAJNJK_00630	CDS	603				hypothetical protein
APNAJNJK_00631	CDS	1371	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
APNAJNJK_00632	CDS	531	resA_2		COG0526	Thiol-disulfide oxidoreductase ResA
APNAJNJK_00633	CDS	435	aroQ1	4.2.1.10	COG0757	3-dehydroquinate dehydratase 1
APNAJNJK_00634	CDS	462	accB_2		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
APNAJNJK_00635	CDS	1347	accC_2	6.3.4.14	COG0439	Biotin carboxylase
APNAJNJK_00636	CDS	927	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
APNAJNJK_00637	CDS	1413				hypothetical protein
APNAJNJK_00638	CDS	942	adoK	2.7.1.20	COG0524	Adenosine kinase
APNAJNJK_00639	CDS	504	slyB		COG3133	Outer membrane lipoprotein SlyB
APNAJNJK_00640	CDS	240				hypothetical protein
APNAJNJK_00641	CDS	1179				hypothetical protein
APNAJNJK_00642	CDS	207				hypothetical protein
APNAJNJK_00643	CDS	1128				hypothetical protein
APNAJNJK_00644	CDS	1449	dltA_1	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
APNAJNJK_00645	CDS	561				hypothetical protein
APNAJNJK_00646	CDS	405				hypothetical protein
APNAJNJK_00647	CDS	558				hypothetical protein
APNAJNJK_00648	CDS	1200	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
APNAJNJK_00649	CDS	2931				hypothetical protein
APNAJNJK_00650	CDS	3510				hypothetical protein
APNAJNJK_00651	CDS	450	lrp_3		COG1522	Leucine-responsive regulatory protein
APNAJNJK_00652	CDS	981				hypothetical protein
APNAJNJK_00653	CDS	852				hypothetical protein
APNAJNJK_00654	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
APNAJNJK_00655	CDS	507				hypothetical protein
APNAJNJK_00656	CDS	1194				hypothetical protein
APNAJNJK_00657	CDS	1407	gltX	6.1.1.17		Glutamate--tRNA ligase
APNAJNJK_00658	CDS	2442				hypothetical protein
APNAJNJK_00659	CDS	693	rutB_2	3.5.1.110	COG1335	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
APNAJNJK_00660	CDS	837				hypothetical protein
APNAJNJK_00661	CDS	813	ssuB_2	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
APNAJNJK_00662	CDS	1008				hypothetical protein
APNAJNJK_00663	CDS	678	estB	3.1.1.1	COG0400	Carboxylesterase 2
APNAJNJK_00664	CDS	549				hypothetical protein
APNAJNJK_00665	CDS	1365	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
APNAJNJK_00666	CDS	1215	takP_1		COG4663	Alpha-keto acid-binding periplasmic protein TakP
